rank	config_id	brand	topic	persona	format	locale	confidence_score	tier	rationale
265	sleep_repair_tw.anxiety.gen_z_professionals.deep_book_6h.en-GB	sleep_repair_tw	anxiety	gen_z_professionals	deep_book_6h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
266	sleep_repair_tw.anxiety.gen_z_professionals.deep_book_4h.en-GB	sleep_repair_tw	anxiety	gen_z_professionals	deep_book_4h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
267	sleep_repair_tw.anxiety.gen_z_professionals.extended_book_2h.en-GB	sleep_repair_tw	anxiety	gen_z_professionals	extended_book_2h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
268	sleep_repair_tw.anxiety.midlife_women.deep_book_6h.en-GB	sleep_repair_tw	anxiety	midlife_women	deep_book_6h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
269	sleep_repair_tw.anxiety.midlife_women.deep_book_4h.en-GB	sleep_repair_tw	anxiety	midlife_women	deep_book_4h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
270	sleep_repair_tw.anxiety.midlife_women.extended_book_2h.en-GB	sleep_repair_tw	anxiety	midlife_women	extended_book_2h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
271	sleep_repair_tw.anxiety.millennial_women_professionals.deep_book_6h.en-GB	sleep_repair_tw	anxiety	millennial_women_professionals	deep_book_6h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
272	sleep_repair_tw.anxiety.millennial_women_professionals.deep_book_4h.en-GB	sleep_repair_tw	anxiety	millennial_women_professionals	deep_book_4h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
273	sleep_repair_tw.anxiety.millennial_women_professionals.extended_book_2h.en-GB	sleep_repair_tw	anxiety	millennial_women_professionals	extended_book_2h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
274	sleep_repair_tw.anxiety.tech_finance_burnout.deep_book_6h.en-GB	sleep_repair_tw	anxiety	tech_finance_burnout	deep_book_6h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
275	sleep_repair_tw.anxiety.tech_finance_burnout.deep_book_4h.en-GB	sleep_repair_tw	anxiety	tech_finance_burnout	deep_book_4h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
276	sleep_repair_tw.anxiety.tech_finance_burnout.extended_book_2h.en-GB	sleep_repair_tw	anxiety	tech_finance_burnout	extended_book_2h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
277	sleep_repair_tw.sleep_anxiety.gen_z_professionals.deep_book_6h.en-GB	sleep_repair_tw	sleep_anxiety	gen_z_professionals	deep_book_6h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
278	sleep_repair_tw.sleep_anxiety.gen_z_professionals.deep_book_4h.en-GB	sleep_repair_tw	sleep_anxiety	gen_z_professionals	deep_book_4h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
279	sleep_repair_tw.sleep_anxiety.gen_z_professionals.extended_book_2h.en-GB	sleep_repair_tw	sleep_anxiety	gen_z_professionals	extended_book_2h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
280	sleep_repair_tw.sleep_anxiety.midlife_women.deep_book_6h.en-GB	sleep_repair_tw	sleep_anxiety	midlife_women	deep_book_6h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
281	sleep_repair_tw.sleep_anxiety.midlife_women.deep_book_4h.en-GB	sleep_repair_tw	sleep_anxiety	midlife_women	deep_book_4h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
282	sleep_repair_tw.sleep_anxiety.midlife_women.extended_book_2h.en-GB	sleep_repair_tw	sleep_anxiety	midlife_women	extended_book_2h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
283	sleep_repair_tw.sleep_anxiety.millennial_women_professionals.deep_book_6h.en-GB	sleep_repair_tw	sleep_anxiety	millennial_women_professionals	deep_book_6h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
284	sleep_repair_tw.sleep_anxiety.millennial_women_professionals.deep_book_4h.en-GB	sleep_repair_tw	sleep_anxiety	millennial_women_professionals	deep_book_4h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
285	sleep_repair_tw.sleep_anxiety.millennial_women_professionals.extended_book_2h.en-GB	sleep_repair_tw	sleep_anxiety	millennial_women_professionals	extended_book_2h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
286	sleep_repair_tw.sleep_anxiety.tech_finance_burnout.deep_book_6h.en-GB	sleep_repair_tw	sleep_anxiety	tech_finance_burnout	deep_book_6h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
287	sleep_repair_tw.sleep_anxiety.tech_finance_burnout.deep_book_4h.en-GB	sleep_repair_tw	sleep_anxiety	tech_finance_burnout	deep_book_4h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
288	sleep_repair_tw.sleep_anxiety.tech_finance_burnout.extended_book_2h.en-GB	sleep_repair_tw	sleep_anxiety	tech_finance_burnout	extended_book_2h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
289	stabilizer_tw.anxiety.gen_z_professionals.deep_book_6h.en-GB	stabilizer_tw	anxiety	gen_z_professionals	deep_book_6h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
290	stabilizer_tw.anxiety.gen_z_professionals.deep_book_4h.en-GB	stabilizer_tw	anxiety	gen_z_professionals	deep_book_4h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
291	stabilizer_tw.anxiety.gen_z_professionals.extended_book_2h.en-GB	stabilizer_tw	anxiety	gen_z_professionals	extended_book_2h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
292	stabilizer_tw.anxiety.midlife_women.deep_book_6h.en-GB	stabilizer_tw	anxiety	midlife_women	deep_book_6h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
293	stabilizer_tw.anxiety.midlife_women.deep_book_4h.en-GB	stabilizer_tw	anxiety	midlife_women	deep_book_4h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
294	stabilizer_tw.anxiety.midlife_women.extended_book_2h.en-GB	stabilizer_tw	anxiety	midlife_women	extended_book_2h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
295	stabilizer_tw.anxiety.millennial_women_professionals.deep_book_6h.en-GB	stabilizer_tw	anxiety	millennial_women_professionals	deep_book_6h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
296	stabilizer_tw.anxiety.millennial_women_professionals.deep_book_4h.en-GB	stabilizer_tw	anxiety	millennial_women_professionals	deep_book_4h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
297	stabilizer_tw.anxiety.millennial_women_professionals.extended_book_2h.en-GB	stabilizer_tw	anxiety	millennial_women_professionals	extended_book_2h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
298	stabilizer_tw.anxiety.tech_finance_burnout.deep_book_6h.en-GB	stabilizer_tw	anxiety	tech_finance_burnout	deep_book_6h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
299	stabilizer_tw.anxiety.tech_finance_burnout.deep_book_4h.en-GB	stabilizer_tw	anxiety	tech_finance_burnout	deep_book_4h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
300	stabilizer_tw.anxiety.tech_finance_burnout.extended_book_2h.en-GB	stabilizer_tw	anxiety	tech_finance_burnout	extended_book_2h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
301	stabilizer_tw.burnout.gen_z_professionals.deep_book_6h.en-GB	stabilizer_tw	burnout	gen_z_professionals	deep_book_6h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
302	stabilizer_tw.burnout.gen_z_professionals.deep_book_4h.en-GB	stabilizer_tw	burnout	gen_z_professionals	deep_book_4h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
303	stabilizer_tw.burnout.gen_z_professionals.extended_book_2h.en-GB	stabilizer_tw	burnout	gen_z_professionals	extended_book_2h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
304	stabilizer_tw.burnout.midlife_women.deep_book_6h.en-GB	stabilizer_tw	burnout	midlife_women	deep_book_6h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
305	stabilizer_tw.burnout.midlife_women.deep_book_4h.en-GB	stabilizer_tw	burnout	midlife_women	deep_book_4h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
306	stabilizer_tw.burnout.midlife_women.extended_book_2h.en-GB	stabilizer_tw	burnout	midlife_women	extended_book_2h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
307	stabilizer_tw.burnout.millennial_women_professionals.deep_book_6h.en-GB	stabilizer_tw	burnout	millennial_women_professionals	deep_book_6h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
308	stabilizer_tw.burnout.millennial_women_professionals.deep_book_4h.en-GB	stabilizer_tw	burnout	millennial_women_professionals	deep_book_4h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
309	stabilizer_tw.burnout.millennial_women_professionals.extended_book_2h.en-GB	stabilizer_tw	burnout	millennial_women_professionals	extended_book_2h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
310	stabilizer_tw.burnout.tech_finance_burnout.deep_book_6h.en-GB	stabilizer_tw	burnout	tech_finance_burnout	deep_book_6h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
311	stabilizer_tw.burnout.tech_finance_burnout.deep_book_4h.en-GB	stabilizer_tw	burnout	tech_finance_burnout	deep_book_4h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
312	stabilizer_tw.burnout.tech_finance_burnout.extended_book_2h.en-GB	stabilizer_tw	burnout	tech_finance_burnout	extended_book_2h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
313	panic_first_aid_tw.anxiety.gen_z_professionals.deep_book_6h.en-GB	panic_first_aid_tw	anxiety	gen_z_professionals	deep_book_6h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
314	panic_first_aid_tw.anxiety.gen_z_professionals.deep_book_4h.en-GB	panic_first_aid_tw	anxiety	gen_z_professionals	deep_book_4h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
315	panic_first_aid_tw.anxiety.gen_z_professionals.extended_book_2h.en-GB	panic_first_aid_tw	anxiety	gen_z_professionals	extended_book_2h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
316	panic_first_aid_tw.anxiety.midlife_women.deep_book_6h.en-GB	panic_first_aid_tw	anxiety	midlife_women	deep_book_6h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
317	panic_first_aid_tw.anxiety.midlife_women.deep_book_4h.en-GB	panic_first_aid_tw	anxiety	midlife_women	deep_book_4h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
318	panic_first_aid_tw.anxiety.midlife_women.extended_book_2h.en-GB	panic_first_aid_tw	anxiety	midlife_women	extended_book_2h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
319	panic_first_aid_tw.anxiety.millennial_women_professionals.deep_book_6h.en-GB	panic_first_aid_tw	anxiety	millennial_women_professionals	deep_book_6h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
320	panic_first_aid_tw.anxiety.millennial_women_professionals.deep_book_4h.en-GB	panic_first_aid_tw	anxiety	millennial_women_professionals	deep_book_4h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
321	panic_first_aid_tw.anxiety.millennial_women_professionals.extended_book_2h.en-GB	panic_first_aid_tw	anxiety	millennial_women_professionals	extended_book_2h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
322	panic_first_aid_tw.anxiety.tech_finance_burnout.deep_book_6h.en-GB	panic_first_aid_tw	anxiety	tech_finance_burnout	deep_book_6h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
323	panic_first_aid_tw.anxiety.tech_finance_burnout.deep_book_4h.en-GB	panic_first_aid_tw	anxiety	tech_finance_burnout	deep_book_4h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
324	panic_first_aid_tw.anxiety.tech_finance_burnout.extended_book_2h.en-GB	panic_first_aid_tw	anxiety	tech_finance_burnout	extended_book_2h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
325	gen_z_grounding_tw.anxiety.gen_z_professionals.deep_book_6h.en-GB	gen_z_grounding_tw	anxiety	gen_z_professionals	deep_book_6h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
326	gen_z_grounding_tw.anxiety.gen_z_professionals.deep_book_4h.en-GB	gen_z_grounding_tw	anxiety	gen_z_professionals	deep_book_4h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
327	gen_z_grounding_tw.anxiety.gen_z_professionals.extended_book_2h.en-GB	gen_z_grounding_tw	anxiety	gen_z_professionals	extended_book_2h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
328	gen_z_grounding_tw.anxiety.midlife_women.deep_book_6h.en-GB	gen_z_grounding_tw	anxiety	midlife_women	deep_book_6h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
329	gen_z_grounding_tw.anxiety.midlife_women.deep_book_4h.en-GB	gen_z_grounding_tw	anxiety	midlife_women	deep_book_4h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
330	gen_z_grounding_tw.anxiety.midlife_women.extended_book_2h.en-GB	gen_z_grounding_tw	anxiety	midlife_women	extended_book_2h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
331	gen_z_grounding_tw.anxiety.millennial_women_professionals.deep_book_6h.en-GB	gen_z_grounding_tw	anxiety	millennial_women_professionals	deep_book_6h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
332	gen_z_grounding_tw.anxiety.millennial_women_professionals.deep_book_4h.en-GB	gen_z_grounding_tw	anxiety	millennial_women_professionals	deep_book_4h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
333	gen_z_grounding_tw.anxiety.millennial_women_professionals.extended_book_2h.en-GB	gen_z_grounding_tw	anxiety	millennial_women_professionals	extended_book_2h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
334	gen_z_grounding_tw.anxiety.tech_finance_burnout.deep_book_6h.en-GB	gen_z_grounding_tw	anxiety	tech_finance_burnout	deep_book_6h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
335	gen_z_grounding_tw.anxiety.tech_finance_burnout.deep_book_4h.en-GB	gen_z_grounding_tw	anxiety	tech_finance_burnout	deep_book_4h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
336	gen_z_grounding_tw.anxiety.tech_finance_burnout.extended_book_2h.en-GB	gen_z_grounding_tw	anxiety	tech_finance_burnout	extended_book_2h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
337	gen_z_grounding_tw.self_worth.gen_z_professionals.deep_book_6h.en-GB	gen_z_grounding_tw	self_worth	gen_z_professionals	deep_book_6h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
338	gen_z_grounding_tw.self_worth.gen_z_professionals.deep_book_4h.en-GB	gen_z_grounding_tw	self_worth	gen_z_professionals	deep_book_4h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
339	gen_z_grounding_tw.self_worth.gen_z_professionals.extended_book_2h.en-GB	gen_z_grounding_tw	self_worth	gen_z_professionals	extended_book_2h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
340	gen_z_grounding_tw.self_worth.midlife_women.deep_book_6h.en-GB	gen_z_grounding_tw	self_worth	midlife_women	deep_book_6h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
341	gen_z_grounding_tw.self_worth.midlife_women.deep_book_4h.en-GB	gen_z_grounding_tw	self_worth	midlife_women	deep_book_4h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
342	gen_z_grounding_tw.self_worth.midlife_women.extended_book_2h.en-GB	gen_z_grounding_tw	self_worth	midlife_women	extended_book_2h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
343	gen_z_grounding_tw.self_worth.millennial_women_professionals.deep_book_6h.en-GB	gen_z_grounding_tw	self_worth	millennial_women_professionals	deep_book_6h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
344	gen_z_grounding_tw.self_worth.millennial_women_professionals.deep_book_4h.en-GB	gen_z_grounding_tw	self_worth	millennial_women_professionals	deep_book_4h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
345	gen_z_grounding_tw.self_worth.millennial_women_professionals.extended_book_2h.en-GB	gen_z_grounding_tw	self_worth	millennial_women_professionals	extended_book_2h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
346	gen_z_grounding_tw.self_worth.tech_finance_burnout.deep_book_6h.en-GB	gen_z_grounding_tw	self_worth	tech_finance_burnout	deep_book_6h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
347	gen_z_grounding_tw.self_worth.tech_finance_burnout.deep_book_4h.en-GB	gen_z_grounding_tw	self_worth	tech_finance_burnout	deep_book_4h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
348	gen_z_grounding_tw.self_worth.tech_finance_burnout.extended_book_2h.en-GB	gen_z_grounding_tw	self_worth	tech_finance_burnout	extended_book_2h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
349	grief_companion_tw.grief.gen_z_professionals.deep_book_6h.en-GB	grief_companion_tw	grief	gen_z_professionals	deep_book_6h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
350	grief_companion_tw.grief.gen_z_professionals.deep_book_4h.en-GB	grief_companion_tw	grief	gen_z_professionals	deep_book_4h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
351	grief_companion_tw.grief.gen_z_professionals.extended_book_2h.en-GB	grief_companion_tw	grief	gen_z_professionals	extended_book_2h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
352	grief_companion_tw.grief.midlife_women.deep_book_6h.en-GB	grief_companion_tw	grief	midlife_women	deep_book_6h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
353	grief_companion_tw.grief.midlife_women.deep_book_4h.en-GB	grief_companion_tw	grief	midlife_women	deep_book_4h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
354	grief_companion_tw.grief.midlife_women.extended_book_2h.en-GB	grief_companion_tw	grief	midlife_women	extended_book_2h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
355	grief_companion_tw.grief.millennial_women_professionals.deep_book_6h.en-GB	grief_companion_tw	grief	millennial_women_professionals	deep_book_6h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
356	grief_companion_tw.grief.millennial_women_professionals.deep_book_4h.en-GB	grief_companion_tw	grief	millennial_women_professionals	deep_book_4h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
357	grief_companion_tw.grief.millennial_women_professionals.extended_book_2h.en-GB	grief_companion_tw	grief	millennial_women_professionals	extended_book_2h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
358	grief_companion_tw.grief.tech_finance_burnout.deep_book_6h.en-GB	grief_companion_tw	grief	tech_finance_burnout	deep_book_6h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
359	grief_companion_tw.grief.tech_finance_burnout.deep_book_4h.en-GB	grief_companion_tw	grief	tech_finance_burnout	deep_book_4h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
360	grief_companion_tw.grief.tech_finance_burnout.extended_book_2h.en-GB	grief_companion_tw	grief	tech_finance_burnout	extended_book_2h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
361	inner_security_tw.anxiety.gen_z_professionals.deep_book_6h.en-GB	inner_security_tw	anxiety	gen_z_professionals	deep_book_6h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
362	inner_security_tw.anxiety.gen_z_professionals.deep_book_4h.en-GB	inner_security_tw	anxiety	gen_z_professionals	deep_book_4h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
363	inner_security_tw.anxiety.gen_z_professionals.extended_book_2h.en-GB	inner_security_tw	anxiety	gen_z_professionals	extended_book_2h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
364	inner_security_tw.anxiety.midlife_women.deep_book_6h.en-GB	inner_security_tw	anxiety	midlife_women	deep_book_6h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
365	inner_security_tw.anxiety.midlife_women.deep_book_4h.en-GB	inner_security_tw	anxiety	midlife_women	deep_book_4h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
366	inner_security_tw.anxiety.midlife_women.extended_book_2h.en-GB	inner_security_tw	anxiety	midlife_women	extended_book_2h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
367	inner_security_tw.anxiety.millennial_women_professionals.deep_book_6h.en-GB	inner_security_tw	anxiety	millennial_women_professionals	deep_book_6h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
368	inner_security_tw.anxiety.millennial_women_professionals.deep_book_4h.en-GB	inner_security_tw	anxiety	millennial_women_professionals	deep_book_4h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
369	inner_security_tw.anxiety.millennial_women_professionals.extended_book_2h.en-GB	inner_security_tw	anxiety	millennial_women_professionals	extended_book_2h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
370	inner_security_tw.anxiety.tech_finance_burnout.deep_book_6h.en-GB	inner_security_tw	anxiety	tech_finance_burnout	deep_book_6h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
371	inner_security_tw.anxiety.tech_finance_burnout.deep_book_4h.en-GB	inner_security_tw	anxiety	tech_finance_burnout	deep_book_4h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
372	inner_security_tw.anxiety.tech_finance_burnout.extended_book_2h.en-GB	inner_security_tw	anxiety	tech_finance_burnout	extended_book_2h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
373	inner_security_tw.self_worth.gen_z_professionals.deep_book_6h.en-GB	inner_security_tw	self_worth	gen_z_professionals	deep_book_6h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
374	inner_security_tw.self_worth.gen_z_professionals.deep_book_4h.en-GB	inner_security_tw	self_worth	gen_z_professionals	deep_book_4h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
375	inner_security_tw.self_worth.gen_z_professionals.extended_book_2h.en-GB	inner_security_tw	self_worth	gen_z_professionals	extended_book_2h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
376	inner_security_tw.self_worth.midlife_women.deep_book_6h.en-GB	inner_security_tw	self_worth	midlife_women	deep_book_6h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
377	inner_security_tw.self_worth.midlife_women.deep_book_4h.en-GB	inner_security_tw	self_worth	midlife_women	deep_book_4h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
378	inner_security_tw.self_worth.midlife_women.extended_book_2h.en-GB	inner_security_tw	self_worth	midlife_women	extended_book_2h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
379	inner_security_tw.self_worth.millennial_women_professionals.deep_book_6h.en-GB	inner_security_tw	self_worth	millennial_women_professionals	deep_book_6h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
380	inner_security_tw.self_worth.millennial_women_professionals.deep_book_4h.en-GB	inner_security_tw	self_worth	millennial_women_professionals	deep_book_4h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
381	inner_security_tw.self_worth.millennial_women_professionals.extended_book_2h.en-GB	inner_security_tw	self_worth	millennial_women_professionals	extended_book_2h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
382	inner_security_tw.self_worth.tech_finance_burnout.deep_book_6h.en-GB	inner_security_tw	self_worth	tech_finance_burnout	deep_book_6h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
383	inner_security_tw.self_worth.tech_finance_burnout.deep_book_4h.en-GB	inner_security_tw	self_worth	tech_finance_burnout	deep_book_4h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
384	inner_security_tw.self_worth.tech_finance_burnout.extended_book_2h.en-GB	inner_security_tw	self_worth	tech_finance_burnout	extended_book_2h	en-GB	7.2	T1-flagship	tier1-persona;tier1-topic;brand-affinity
385	stillness_press.anxiety.corporate_managers.standard_book.en-US	stillness_press	anxiety	corporate_managers	standard_book	en-US	7.0	T1-flagship	tier1-topic;brand-affinity;canonical-format
386	stillness_press.anxiety.gen_z_professionals.compact_book_8ch_30min.en-US	stillness_press	anxiety	gen_z_professionals	compact_book_8ch_30min	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
387	stillness_press.anxiety.gen_z_professionals.short_book_30.en-US	stillness_press	anxiety	gen_z_professionals	short_book_30	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
388	stillness_press.anxiety.gen_z_professionals.micro_book_15.en-US	stillness_press	anxiety	gen_z_professionals	micro_book_15	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
389	stillness_press.anxiety.gen_z_professionals.micro_book_20.en-US	stillness_press	anxiety	gen_z_professionals	micro_book_20	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
390	stillness_press.anxiety.healthcare_rns.standard_book.en-US	stillness_press	anxiety	healthcare_rns	standard_book	en-US	7.0	T1-flagship	tier1-topic;brand-affinity;canonical-format
391	stillness_press.anxiety.midlife_women.compact_book_8ch_30min.en-US	stillness_press	anxiety	midlife_women	compact_book_8ch_30min	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
392	stillness_press.anxiety.midlife_women.short_book_30.en-US	stillness_press	anxiety	midlife_women	short_book_30	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
393	stillness_press.anxiety.midlife_women.micro_book_15.en-US	stillness_press	anxiety	midlife_women	micro_book_15	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
394	stillness_press.anxiety.midlife_women.micro_book_20.en-US	stillness_press	anxiety	midlife_women	micro_book_20	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
395	stillness_press.anxiety.millennial_women_professionals.compact_book_8ch_30min.en-US	stillness_press	anxiety	millennial_women_professionals	compact_book_8ch_30min	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
