row_id	row_number	atom_type	row_kind	atom_type_counted	source_status	source_path	source_path_check	atom_family	depth_pattern	rewrite_lane	entry_contract	exit_contract	status	status_reason	final_accountability_gate	unresolved_flag
row-092-IMPOSTER_SYNDROME_FALSE_ALARM	92	IMPOSTER_SYNDROME_FALSE_ALARM	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/imposter_syndrome_false_alarm/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-093-IMPOSTER_SYNDROME_GRIEF	93	IMPOSTER_SYNDROME_GRIEF	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/imposter_syndrome_grief/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-094-IMPOSTER_SYNDROME_OVERWHELM	94	IMPOSTER_SYNDROME_OVERWHELM	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/imposter_syndrome_overwhelm/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-095-IMPOSTER_SYNDROME_SPIRAL	95	IMPOSTER_SYNDROME_SPIRAL	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/imposter_syndrome_spiral/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-096-IMPOSTER_SYNDROME_WATCHER	96	IMPOSTER_SYNDROME_WATCHER	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/imposter_syndrome_watcher/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-097-INTEGRATION	97	INTEGRATION	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/healthcare_rns/anxiety/INTEGRATION/CANONICAL.txt; atoms/healthcare_rns/compassion_fatigue/INTEGRATION/CANONICAL.txt; atoms/healthcare_rns/financial_anxiety/INTEGRATION/CANONICAL.txt; atoms/healthcare_rns/overthinking/INTEGRATION/CANONICAL.txt; atoms/healthcare_rns/sleep_anxiety/INTEGRATION/CANONICAL.txt	all_exist	reflection/integration	REFLECTION_INTEGRATION_4	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract REFLECTION_INTEGRATION_4 and accounted for as source deepening target	PASS	no
row-098-IT-IT	98	IT-IT	locale_code	no	source_bank_discovered_needs_render	atoms/corporate_managers/adhd_focus/PERMISSION/locales/it-IT/CANONICAL.txt	all_exist	locale/not-source	NOT_SOURCE_ATOM	00_not_source_atom_locale	NOT_SOURCE_ATOM	NOT_SOURCE_ATOM	NOT_SOURCE_ATOM	locale row excluded from English/source rewrite count but retained for accountability	PASS	no
row-099-JA-JP	99	JA-JP	locale_code	no	source_bank_discovered_needs_render	atoms/healthcare_rns/financial_anxiety/INTEGRATION/locales/ja-JP/CANONICAL.txt; atoms/healthcare_rns/financial_anxiety/PIVOT/locales/ja-JP/CANONICAL.txt; atoms/healthcare_rns/financial_anxiety/overwhelm/locales/ja-JP/CANONICAL.txt; atoms/healthcare_rns/financial_anxiety/spiral/locales/ja-JP/CANONICAL.txt; atoms/healthcare_rns/financial_anxiety/watcher/locales/ja-JP/CANONICAL.txt	all_exist	locale/not-source	NOT_SOURCE_ATOM	00_not_source_atom_locale	NOT_SOURCE_ATOM	NOT_SOURCE_ATOM	NOT_SOURCE_ATOM	locale row excluded from English/source rewrite count but retained for accountability	PASS	no
row-100-KO-KR	100	KO-KR	locale_code	no	source_bank_discovered_needs_render	atoms/healthcare_rns/anchored/PERMISSION/locales/ko-KR/CANONICAL.txt; atoms/healthcare_rns/anchored/PIVOT/locales/ko-KR/CANONICAL.txt; atoms/healthcare_rns/anchored/STORY/locales/ko-KR/CANONICAL.txt; atoms/healthcare_rns/anchored/TAKEAWAY/locales/ko-KR/CANONICAL.txt; atoms/healthcare_rns/anchored/THREAD/locales/ko-KR/CANONICAL.txt	all_exist	locale/not-source	NOT_SOURCE_ATOM	00_not_source_atom_locale	NOT_SOURCE_ATOM	NOT_SOURCE_ATOM	NOT_SOURCE_ATOM	locale row excluded from English/source rewrite count but retained for accountability	PASS	no
row-101-METAPHOR	101	METAPHOR	spec_only_atom_type	yes	source_authority_repaired_20260718	SOURCE_OF_TRUTH/accent_banks/metaphor/anxiety/entries.yaml	all_exist	analogy/metaphor/motif	ANALOGY_BOUNDARY_4	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	lane07 repair verdict=PARTIAL; source path attached; deepened/seeded under write scope	PASS	no
row-102-MOTIF	102	MOTIF	spec_only_atom_type	yes	spec_only_needs_source_trace	not_found_in_source_scan	none	analogy/metaphor/motif	ANALOGY_BOUNDARY_4	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	SOURCE_AUTHORITY_BLOCKED	still no prose motif bank; motif_keys metadata insufficient	PASS	no
row-103-OVERTHINKING_COMPARISON	103	OVERTHINKING_COMPARISON	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/overthinking_comparison/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-104-OVERTHINKING_GRIEF	104	OVERTHINKING_GRIEF	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/overthinking_grief/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-105-OVERTHINKING_OVERWHELM	105	OVERTHINKING_OVERWHELM	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/overthinking_overwhelm/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-106-OVERTHINKING_SHAME	106	OVERTHINKING_SHAME	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/overthinking_shame/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-107-OVERWHELM	107	OVERWHELM	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/healthcare_rns/anxiety/overwhelm/CANONICAL.txt; atoms/healthcare_rns/compassion_fatigue/overwhelm/CANONICAL.txt; atoms/healthcare_rns/financial_anxiety/overwhelm/CANONICAL.txt; atoms/healthcare_rns/overthinking/overwhelm/CANONICAL.txt; atoms/healthcare_rns/sleep_anxiety/overwhelm/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-108-PARABLE	108	PARABLE	spec_only_atom_type	yes	source_authority_repaired_20260718	SOURCE_OF_TRUTH/accent_banks/external_stories/anxiety_entries.yaml	all_exist	external story/case/parable	EXTERNAL_STORY_RETURN_5	04_evidence_case_external_story_parable	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	lane07 repair verdict=PARTIAL; source path attached; deepened/seeded under write scope	PASS	no
row-109-PERMISSION	109	PERMISSION	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/healthcare_rns/anchored/PERMISSION/CANONICAL.txt; atoms/healthcare_rns/anxiety/PERMISSION/CANONICAL.txt; atoms/healthcare_rns/compassion_fatigue/PERMISSION/CANONICAL.txt; atoms/healthcare_rns/financial_anxiety/PERMISSION/CANONICAL.txt; atoms/healthcare_rns/sleep_anxiety/PERMISSION/CANONICAL.txt	all_exist	troubleshooting/permission/encouragement	TROUBLE_PERMISSION_4	06_troubleshooting_permission_encouragement	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract TROUBLE_PERMISSION_4 and accounted for as source deepening target	PASS	no
row-110-PERMISSION_GRANT	110	PERMISSION_GRANT	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/burnout/PERMISSION_GRANT/CANONICAL.txt; atoms/first_responders/anxiety/PERMISSION_GRANT/CANONICAL.txt; atoms/healthcare_rns/anxiety/PERMISSION_GRANT/CANONICAL.txt; atoms/healthcare_rns/burnout/PERMISSION_GRANT/CANONICAL.txt; atoms/healthcare_rns/overthinking/PERMISSION_GRANT/CANONICAL.txt	all_exist	troubleshooting/permission/encouragement	TROUBLE_PERMISSION_4	06_troubleshooting_permission_encouragement	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract TROUBLE_PERMISSION_4 and accounted for as source deepening target	PASS	no
row-111-PROTECTIVE_ALARM	111	PROTECTIVE_ALARM	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/gen_z_professionals/anxiety/ANGLE_DEFINITION/PROTECTIVE_ALARM/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-112-PT-BR	112	PT-BR	locale_code	no	source_bank_discovered_needs_render	atoms/corporate_managers/adhd_focus/PERMISSION/locales/pt-BR/CANONICAL.txt; atoms/corporate_managers/adhd_focus/PIVOT/locales/pt-BR/CANONICAL.txt; atoms/corporate_managers/adhd_focus/STORY/locales/pt-BR/CANONICAL.txt; atoms/corporate_managers/adhd_focus/TAKEAWAY/locales/pt-BR/CANONICAL.txt; atoms/corporate_managers/adhd_focus/THREAD/locales/pt-BR/CANONICAL.txt	all_exist	locale/not-source	NOT_SOURCE_ATOM	00_not_source_atom_locale	NOT_SOURCE_ATOM	NOT_SOURCE_ATOM	NOT_SOURCE_ATOM	locale row excluded from English/source rewrite count but retained for accountability	PASS	no
row-113-QUOTE	113	QUOTE	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/first_responders/anxiety/QUOTE/CANONICAL.txt; atoms/first_responders/overthinking/QUOTE/CANONICAL.txt; atoms/healthcare_rns/anxiety/QUOTE/CANONICAL.txt; atoms/healthcare_rns/overthinking/QUOTE/CANONICAL.txt	all_exist	quote/author disclosure/commentary	AUTHOR_SOURCE_RESTRICTED_4	04_evidence_case_external_story_parable	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	PRESERVED_SHORT	source-restricted voice/quote material preserved; expansion would risk invented disclosure or provenance	PASS	no
row-114-REFLECTION	114	REFLECTION	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/healthcare_rns/compassion_fatigue/REFLECTION/CANONICAL.txt; atoms/healthcare_rns/financial_anxiety/REFLECTION/CANONICAL.txt; atoms/healthcare_rns/financial_anxiety/REFLECTION/CANONICAL_TIER_B.txt; atoms/healthcare_rns/financial_anxiety/REFLECTION/CANONICAL_TIER_C.txt; atoms/healthcare_rns/financial_anxiety/REFLECTION/CANONICAL_TIER_D.txt	all_exist	reflection/integration	REFLECTION_INTEGRATION_4	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract REFLECTION_INTEGRATION_4 and accounted for as source deepening target	PASS	no
row-115-REFLECTION_QUESTION	115	REFLECTION_QUESTION	spec_only_atom_type	yes	source_authority_repaired_20260718	SOURCE_OF_TRUTH/accent_banks/reflection_questions/anxiety/entries.yaml	all_exist	reflection/integration	REFLECTION_INTEGRATION_4	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	lane07 repair verdict=SOURCED; source path attached; deepened/seeded under write scope	PASS	no
row-116-SELF_WORTH_FALSE_ALARM	116	SELF_WORTH_FALSE_ALARM	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/self_worth_false_alarm/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-117-SELF_WORTH_GRIEF	117	SELF_WORTH_GRIEF	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/self_worth_grief/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-118-SELF_WORTH_OVERWHELM	118	SELF_WORTH_OVERWHELM	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/self_worth_overwhelm/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-119-SELF_WORTH_SPIRAL	119	SELF_WORTH_SPIRAL	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/self_worth_spiral/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-120-SELF_WORTH_WATCHER	120	SELF_WORTH_WATCHER	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/self_worth_watcher/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-121-SHAME	121	SHAME	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/healthcare_rns/anxiety/shame/CANONICAL.txt; atoms/healthcare_rns/compassion_fatigue/shame/CANONICAL.txt; atoms/healthcare_rns/financial_anxiety/shame/CANONICAL.txt; atoms/healthcare_rns/overthinking/shame/CANONICAL.txt; atoms/healthcare_rns/sleep_anxiety/shame/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-122-SLEEP_ANXIETY_COMPARISON	122	SLEEP_ANXIETY_COMPARISON	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/sleep_anxiety_comparison/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-123-SLEEP_ANXIETY_GRIEF	123	SLEEP_ANXIETY_GRIEF	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/sleep_anxiety_grief/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-124-SLEEP_ANXIETY_SHAME	124	SLEEP_ANXIETY_SHAME	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/sleep_anxiety_shame/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-125-SLEEP_ANXIETY_WATCHER	125	SLEEP_ANXIETY_WATCHER	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/sleep_anxiety_watcher/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-126-SOCIAL_ANXIETY_GRIEF	126	SOCIAL_ANXIETY_GRIEF	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/social_anxiety_grief/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-127-SOCIAL_ANXIETY_OVERWHELM	127	SOCIAL_ANXIETY_OVERWHELM	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/social_anxiety_overwhelm/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-128-SOCIAL_ANXIETY_SPIRAL	128	SOCIAL_ANXIETY_SPIRAL	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/social_anxiety_spiral/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-129-SOCIAL_ANXIETY_WATCHER	129	SOCIAL_ANXIETY_WATCHER	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/social_anxiety_watcher/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-130-SOMATIC_HEALING_COMPARISON	130	SOMATIC_HEALING_COMPARISON	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/somatic_healing_comparison/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-131-SOMATIC_HEALING_FALSE_ALARM	131	SOMATIC_HEALING_FALSE_ALARM	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/somatic_healing_false_alarm/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-132-SOMATIC_HEALING_GRIEF	132	SOMATIC_HEALING_GRIEF	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/somatic_healing_grief/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-133-SOMATIC_HEALING_SHAME	133	SOMATIC_HEALING_SHAME	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/somatic_healing_shame/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-134-SOMATIC_HEALING_SPIRAL	134	SOMATIC_HEALING_SPIRAL	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/corporate_managers/anchored/somatic_healing_spiral/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-135-SPIRAL	135	SPIRAL	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/healthcare_rns/anxiety/spiral/CANONICAL.txt; atoms/healthcare_rns/compassion_fatigue/spiral/CANONICAL.txt; atoms/healthcare_rns/financial_anxiety/spiral/CANONICAL.txt; atoms/healthcare_rns/overthinking/spiral/CANONICAL.txt; atoms/healthcare_rns/sleep_anxiety/spiral/CANONICAL.txt	all_exist	dense teaching/mechanism	DENSE_MECHANISM_5	03_dense_teaching_mechanism_cognition	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract DENSE_MECHANISM_5 and accounted for as source deepening target	PASS	no
row-136-STORY	136	STORY	source_bank_atom_type	yes	source_bank_discovered_needs_render	atoms/healthcare_rns/anchored/STORY/CANONICAL.txt; atoms/healthcare_rns/anxiety/STORY/CANONICAL.txt; atoms/healthcare_rns/compassion_fatigue/STORY/CANONICAL.txt; atoms/healthcare_rns/financial_anxiety/STORY/CANONICAL.txt; atoms/healthcare_rns/sleep_anxiety/STORY/CANONICAL.txt	all_exist	protagonist story/scene	PROTAGONIST_STORY_5	04_evidence_case_external_story_parable	Inherit a concrete word, image, pressure, question, or reader state from the prior atom.	Leave a named next need: story pressure, mechanism question, evidence need, tool readiness, callback change, or chapter propulsion.	DEEPENED	current source row assigned family-specific depth contract PROTAGONIST_STORY_5 and accounted for as source deepening target	PASS	no
