queue_row_id	row_type	source_bank	source_file	item_id	atom_family_or_kind	locale	market_fit	platform_fit	surface_fit	review_status	native_review_required	promotion_allowed_before_native_review	production_ready	required_reviewer	risk_summary	notes
NREV-0114	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-GOOGLE-BUSINESS-UPDATE-ENSG-VOLATILE_CTA-03	WEEKLY_TREND_DELTA	en-SG	en-SG	google_business	google_business_update	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	low_en_us_general	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0115	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-LINKEDIN-DOCUMENT-CAROUSEL-ENSG-TIMELY_HOOK-01	WEEKLY_TREND_DELTA	en-SG	en-SG	linkedin	linkedin_document_carousel	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	PDPA consent/privacy gaps for lead magnets	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0116	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-LINKEDIN-DOCUMENT-CAROUSEL-ENSG-TREND_BRIDGE-02	WEEKLY_TREND_DELTA	en-SG	en-SG	linkedin	linkedin_document_carousel	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	PDPA consent/privacy gaps for lead magnets	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0117	atom	weekly_delta_atoms_20260718	artifacts/social_media_atoms/pearl_social_media_writer_20260718/weekly_delta_atoms_20260718.jsonl	WEEKLY-20260718-LINKEDIN-DOCUMENT-CAROUSEL-ENSG-VOLATILE_CTA-03	WEEKLY_TREND_DELTA	en-SG	en-SG	linkedin	linkedin_document_carousel	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	PDPA consent/privacy gaps for lead magnets	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0118	pilot_post	pilot_posts	artifacts/social_media_atoms/pearl_social_media_writer_20260718/pilot_posts.jsonl	PILOT-004	carousel	en-SG	en-SG	linkedin_document_carousel	linkedin_document_carousel	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	APAC localized pilot post requires native review	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0119	pilot_post	pilot_posts	artifacts/social_media_atoms/pearl_social_media_writer_20260718/pilot_posts.jsonl	PILOT-005	short_video	ja-JP	ja-JP	tiktok_reels_shorts_vertical_script	tiktok_reels_shorts_vertical_script	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	APAC localized pilot post requires native review	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0120	pilot_post	pilot_posts	artifacts/social_media_atoms/pearl_social_media_writer_20260718/pilot_posts.jsonl	PILOT-006	short_video	zh-TW	zh-TW	youtube_shorts_script	youtube_shorts_script	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	APAC localized pilot post requires native review	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0121	pilot_post	pilot_posts	artifacts/social_media_atoms/pearl_social_media_writer_20260718/pilot_posts.jsonl	PILOT-008	static	zh-HK	zh-HK	facebook_feed_post	facebook_feed_post	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	APAC localized pilot post requires native review	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0122	pilot_post	pilot_posts	artifacts/social_media_atoms/pearl_social_media_writer_20260718/pilot_posts.jsonl	PILOT-010	static	en-SG	en-SG	google_business_update	google_business_update	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	APAC localized pilot post requires native review	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0123	pilot_post	pilot_posts	artifacts/social_media_atoms/pearl_social_media_writer_20260718/pilot_posts.jsonl	PILOT-011	carousel	zh-TW	zh-TW	instagram_carousel	instagram_carousel	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	APAC localized pilot post requires native review	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0124	pilot_post	pilot_posts	artifacts/social_media_atoms/pearl_social_media_writer_20260718/pilot_posts.jsonl	PILOT-012	static	ja-JP	ja-JP	linkedin_feed_post	linkedin_feed_post	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	APAC localized pilot post requires native review	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0125	pilot_post	pilot_posts	artifacts/social_media_atoms/pearl_social_media_writer_20260718/pilot_posts.jsonl	PILOT-014	static	ko-KR	ko-KR	pinterest_pin	pinterest_pin	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	APAC localized pilot post requires native review	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0126	pilot_post	pilot_posts	artifacts/social_media_atoms/pearl_social_media_writer_20260718/pilot_posts.jsonl	PILOT-016	short_video	en-SG	en-SG	youtube_shorts_script	youtube_shorts_script	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	APAC localized pilot post requires native review	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
NREV-0127	pilot_post	pilot_posts	artifacts/social_media_atoms/pearl_social_media_writer_20260718/pilot_posts.jsonl	PILOT-017	thread	zh-HK	zh-HK	x_threads_unit	x_threads_unit	native_review_required	yes	no	no	native_language_culture_compliance_reviewer	APAC localized pilot post requires native review	Excluded from promotion_candidate_manifest until signed native reviewer evidence exists.
